"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/15/2013","Walgreens","WALGREENS #11734","50.00","debit","Pharmacy","CREDIT CARD","",""
"1/15/2013","Walgreens","WALGREENS #11734","4.12","debit","Pharmacy","CREDIT CARD","",""
"1/15/2013","Amazon Video","Amazon Video On Demand","1.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/14/2013","Transfer from PRIME SHARE ACCOUNT","Internet Transfer Jan 12 2013 11Transfer from 2725965-00","5.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"1/14/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","715.44","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"1/14/2013","Transfer from PRIME SHARE ACCOUNT","Internet Transfer Jan 12 2013 11Transfer from 2725965-00","132.07","credit","Transfer","SHARE DRAFT NO MIN","",""
"1/14/2013","Transfer to SHARE DRAFT NO MIN","Internet Transfer Jan 12 2013 11Transfer to 2725965-06","5.00","debit","Transfer","PRIME SHARE ACCOUNT","",""
"1/14/2013","Transfer to SHARE DRAFT NO MIN","Internet Transfer Jan 12 2013 11Transfer to 2725965-06","132.07","debit","Transfer","PRIME SHARE ACCOUNT","",""
"1/13/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","715.44","credit","Credit Card Payment","CREDIT CARD","",""
"1/13/2013","Jack in the Box","JACK IN THE BOX 7228","7.32","debit","Fast Food","CREDIT CARD","",""
"1/13/2013","Amazon Video","Amazon Video On Demand","1.99","debit","Movies & DVDs","CREDIT CARD","",""
"1/13/2013","Spoon It Up","SPOON IT UP FROZEN YOGURT","4.76","debit","Fast Food","CREDIT CARD","",""
"1/11/2013","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","467.46","credit","Paycheck","SHARE DRAFT NO MIN","",""
"1/11/2013","McDonald's","MCDONALD'S F4120","3.21","debit","Fast Food","CREDIT CARD","",""
"1/10/2013","Byu Refund Ucapayroll","BYU Refund      2709       UCAPAYROLL DEDUCTION","137.00","credit","Paycheck","PRIME SHARE ACCOUNT","",""
"1/10/2013","Amazon","AMAZON MKTPLACE PMTS","9.17","debit","Electronics & Software","CREDIT CARD","",""
"1/09/2013","IHOP","IHOP 1730     00017301","6.38","debit","Restaurants","CREDIT CARD","",""
"1/09/2013","Amazon","AMAZON MKTPLACE PMTS","30.22","debit","Electronics & Software","CREDIT CARD","",""
"1/09/2013","Amazon","AMAZON MKTPLACE PMTS","23.94","debit","Electronics & Software","CREDIT CARD","",""
"1/08/2013","Check 1099","SHARE DRAFT #   1099","164.15","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"1/07/2013","Amazon","Amazon Prime           866-557-2Electronic Transaction","39.00","debit","Shopping","SHARE DRAFT NO MIN","",""
"1/07/2013","T Spring Mobile","AT & T SPRING MOBILE #200","23.59","credit","Credit Card Payment","CREDIT CARD","",""
"1/07/2013","Nickel City","NICKEL CITY","12.25","debit","Amusement","CREDIT CARD","",""
"1/06/2013","Cinemark","CINEMARK THEATRES 285","6.50","debit","Movies & DVDs","CREDIT CARD","",""
"1/06/2013","Jason Deli","JASON'S DELI OREM","7.54","debit","Restaurants","CREDIT CARD","",""
"1/06/2013","Chili's","CHILI'S GRI90900009092","4.01","debit","Restaurants","CREDIT CARD","",""
"1/06/2013","T Spring","AT & T SPRING MOBILE #200","90.73","debit","Mobile Phone","CREDIT CARD","",""
"1/06/2013","Smith's Food","SMITHS FOOD #4136","2.77","debit","Groceries","CREDIT CARD","",""
"1/04/2013","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","274.93","credit","Paycheck","SHARE DRAFT NO MIN","",""
"1/04/2013","Bridge Property Automatic","Bridge Property 4820510Automatic Debit","286.75","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"1/04/2013","Ross","ROSS STORES #751","6.40","debit","Clothing","CREDIT CARD","",""
"1/03/2013","Cucos","LOS CUCOS MEXICAN CAFE","16.35","debit","Restaurants","CREDIT CARD","",""
"1/03/2013","7-Eleven","7-ELEVEN 26749","2.36","debit","Fast Food","CREDIT CARD","",""
"1/03/2013","Smith's Food","SMITHS FOOD #4136","16.21","debit","Groceries","CREDIT CARD","",""
"1/02/2013","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"1/02/2013","Kneaders","KNEADERS RIVERWOODS","8.60","debit","Restaurants","CREDIT CARD","",""
"1/02/2013","Smith's Food","SMITHS FOOD #4136","5.85","debit","Groceries","CREDIT CARD","",""
"1/01/2013","Amazon","AmazonLocal","22.00","debit","Doctor","CREDIT CARD","",""
"1/01/2013","Maverik","MAVERIK #377","46.19","debit","Gas & Fuel","CREDIT CARD","",""
"12/31/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","700.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"12/31/2012","Joe Veras Mexican","Joe Veras Mexican Restaur","14.41","debit","Restaurants","CREDIT CARD","",""
"12/31/2012","IHOP","IHOP 1730     00017301","15.52","debit","Restaurants","CREDIT CARD","",""
"12/30/2012","Chevron","CHEVRON 00305131","45.80","debit","Gas & Fuel","CREDIT CARD","",""
"12/28/2012","Romanos","ROMANOS 1181","11.24","debit","Restaurants","CREDIT CARD","",""
"12/28/2012","Provo Beach Resort","PROVO BEACH RESORT","3.76","debit","Hotel","CREDIT CARD","",""
"12/28/2012","Jason Deli","JASON'S DELI OREM","9.70","debit","Restaurants","CREDIT CARD","",""
"12/28/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","700.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/28/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","913.12","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/28/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","70.44","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/26/2012","Carl's Jr","CARL'S JR #1101363 QPS","6.44","debit","Fast Food","CREDIT CARD","",""
"12/25/2012","Cotton Shop","THE COTTON SHOP","8.61","debit","Hobbies","CREDIT CARD","",""
"12/23/2012","Chili's","CHILI'S GRI90900009092","14.70","debit","Restaurants","CREDIT CARD","",""
"12/23/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"12/23/2012","In-N-Out Burger","IN N OUT BURGER #235","7.75","debit","Fast Food","CREDIT CARD","",""
"12/23/2012","Smith's Food","SMITHS FOOD #4136","10.67","debit","Groceries","CREDIT CARD","",""
"12/23/2012","Red Robin","RED ROBIN 416","18.50","debit","Restaurants","CREDIT CARD","",""
"12/21/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","28.30","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/21/2012","Cafe Rio Skyline","CAFE RIO SKYLINE Q35","8.90","debit","Restaurants","CREDIT CARD","",""
"12/21/2012","Total Bond Mkt Index Inv - Long-term capital gain","Total Bond Mkt Index Inv - Long-term capital gain","0.95","credit","Interest Income","Vanguard Account","",""
"12/21/2012","Total Bond Mkt Index Inv - Short-term capital gain","Total Bond Mkt Index Inv - Short-term capital gain","0.61","credit","Interest Income","Vanguard Account","",""
"12/20/2012","Yogurtland","YOGURTLAND OREM","2.18","debit","Fast Food","CREDIT CARD","",""
"12/20/2012","Texaco","TEXACO 00305500","47.14","debit","Gas & Fuel","CREDIT CARD","",""
"12/19/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","450.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"12/19/2012","Cinemark","CINEMARK THEATRES 285","8.50","debit","Movies & DVDs","CREDIT CARD","",""
"12/19/2012","Wendy's","WENDYS #4710","5.26","debit","Fast Food","CREDIT CARD","",""
"12/18/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","450.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/18/2012","Mongos Stir Fri","MONGOS STIR FRI","7.25","debit","Interest Income","CREDIT CARD","",""
"12/17/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","200.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"12/17/2012","North West Provoshare","88 NORTH 500 WEST      PROVOSHARE DEPOSIT","190.00","credit","Income","SHARE DRAFT NO MIN","",""
"12/17/2012","Red Robin","RED ROBIN 416","17.31","debit","Restaurants","CREDIT CARD","",""
"12/17/2012","Redbox","REDBOX *DVD RENTAL","1.60","debit","Movies & DVDs","CREDIT CARD","",""
"12/16/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","200.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/16/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"12/16/2012","Interest Chrg Adj","INTEREST CHRG CREDIT ADJ","0.10","credit","Interest Income","CREDIT CARD","",""
"12/14/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","106.14","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/14/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","116.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/14/2012","Spoon It Up","SPOON IT UP FROZEN YOG","5.50","debit","Fast Food","CREDIT CARD","",""
"12/14/2012","Gandolfos N Y","GANDOLFOS N Y DELI","8.35","debit","Restaurants","CREDIT CARD","",""
"12/14/2012","Interest Charge","PURCHASE INTEREST CHARGE","23.37","debit","Finance Charge","CREDIT CARD","",""
"12/13/2012","Carl's Jr","CARL'S JR #1101363 QPS","5.39","debit","Fast Food","CREDIT CARD","",""
"12/13/2012","Taco Bell","TACO BELL #25390","5.69","debit","Fast Food","CREDIT CARD","",""
"12/13/2012","Best Buy","BEST BUY      00007732","184.83","debit","Electronics & Software","CREDIT CARD","",""
"12/13/2012","Coldstone","COLDSTONE #80","4.62","debit","Fast Food","CREDIT CARD","",""
"12/12/2012","Smith's Food","SMITHS FOOD #4136","29.16","debit","Groceries","CREDIT CARD","",""
"12/12/2012","IHOP","IHOP 1730     00017301","13.90","debit","Restaurants","CREDIT CARD","",""
"12/11/2012","North West Provoshare","88 NORTH 500 WEST      PROVOSHARE DEPOSIT","194.72","credit","Income","SHARE DRAFT NO MIN","",""
"12/11/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","50.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"12/11/2012","Check 1098","SHARE DRAFT #   1098","41.00","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"12/10/2012","Kneaders City Creek","KNEADERS OF CITY CREEK","9.03","debit","Restaurants","CREDIT CARD","",""
"12/10/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","50.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/10/2012","Amazon Video","Amazon Video On Demand","9.99","debit","Movies & DVDs","CREDIT CARD","",""
"12/09/2012","Red Robin","RED ROBIN 416","10.97","debit","Restaurants","CREDIT CARD","",""
"12/09/2012","Wal-Mart","WAL-MART #1768","8.66","debit","Groceries","CREDIT CARD","",""
"12/09/2012","Asi Wikimedia","ASI*WIKIMEDIA","3.00","debit","Marc Tithing","CREDIT CARD","",""
"12/09/2012","Sq Tortilla Bar","SQ *TORTILLA.BAR","7.39","debit","Alcohol & Bars","CREDIT CARD","",""
"12/09/2012","Carl's Jr","CARL'S JR #1101363 QPS","4.30","debit","Fast Food","CREDIT CARD","",""
"12/07/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","21.22","credit","Paycheck","SHARE DRAFT NO MIN","",""
"12/07/2012","Terzis Pizzeria","TERZIS PIZZERIA","8.17","debit","Restaurants","CREDIT CARD","",""
"12/07/2012","Buy OtherLong-term capital gains","Buy OtherLong-term capital gains","3.11","credit","Interest Income","TRADITIONAL IRA","",""
"12/05/2012","Jamba Juice","BYU JAMBA JUICE","4.62","debit","Fast Food","CREDIT CARD","",""
"12/05/2012","Jamba Juice","BYU JAMBA JUICE","0.55","credit","Food & Dining","CREDIT CARD","",""
"12/05/2012","Chevron","CHEVRON 00073049","61.37","debit","Gas & Fuel","CREDIT CARD","",""
"12/04/2012","Bridge Property Automatic","Bridge Property 4651668Automatic Debit","285.64","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"12/03/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"12/02/2012","Roxberry Juice","ROXBERRY JUICE #107","5.34","debit","Fast Food","CREDIT CARD","",""
"12/02/2012","Panda Express","PANDA EXPRESS #724","6.89","debit","Fast Food","CREDIT CARD","",""
"12/02/2012","Jamba Juice","BYU JAMBA JUICE","4.95","debit","Fast Food","CREDIT CARD","",""
"12/02/2012","Chick-Fil-A","CHICK-FIL-A #03121","4.48","debit","Fast Food","CREDIT CARD","",""
"11/30/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","160.77","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/30/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","141.52","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/30/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"11/29/2012","Amazon","Amazon Digital Svcs","1.99","debit","Music","CREDIT CARD","",""
"11/29/2012","Smith's Food","SMITHS FOOD #4136","2.77","debit","Groceries","CREDIT CARD","",""
"11/28/2012","IHOP","IHOP 1730     00017301","3.86","debit","Restaurants","CREDIT CARD","",""
"11/28/2012","Redbox","REDBOX *DVD RENTAL","1.28","debit","Movies & DVDs","CREDIT CARD","",""
"11/28/2012","Smith's Food","SMITHS FOOD #4136","2.77","debit","Groceries","CREDIT CARD","",""
"11/27/2012","Smith's Food","SMITHS FOOD #4136","10.71","debit","Groceries","CREDIT CARD","",""
"11/26/2012","Smith's Food","SMITHS FOOD #4136","6.62","debit","Groceries","CREDIT CARD","",""
"11/26/2012","Spoon It Up","SPOON IT UP FROZEN YOG","4.46","debit","Fast Food","CREDIT CARD","",""
"11/26/2012","Saints Paintball","SAINTS PAINTBALL","50.40","debit","Amusement","CREDIT CARD","",""
"11/25/2012","El Gallo Giro","EL GALLO GIRO","5.35","debit","Restaurants","CREDIT CARD","",""
"11/23/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","56.61","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/23/2012","Cinemark","CINEMARK THEATRES 285","6.50","debit","Movies & DVDs","CREDIT CARD","",""
"11/21/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","550.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"11/21/2012","Jamba Juice","BYU JAMBA JUICE","4.95","debit","Fast Food","CREDIT CARD","",""
"11/21/2012","IHOP","IHOP 1730     00017301","5.12","debit","Restaurants","CREDIT CARD","",""
"11/21/2012","Jason Deli","JASON'S DELI OREM","9.70","debit","Restaurants","CREDIT CARD","",""
"11/20/2012","Check 1097","SHARE DRAFT #   1097","58.28","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"11/20/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","550.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/20/2012","Byu Ticket Office","BYU TICKET OFFICE","3.00","debit","Entertainment","CREDIT CARD","",""
"11/19/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","300.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"11/18/2012","Denny's","DENNY'S #7482","12.17","debit","Restaurants","CREDIT CARD","",""
"11/18/2012","Marketplace Iga","MARKETPLACE CAFE","3.14","debit","Groceries","CREDIT CARD","",""
"11/18/2012","Red Robin","RED ROBIN 416","19.68","debit","Restaurants","CREDIT CARD","",""
"11/18/2012","Byu Creamery","BYU CREAMERY FOUNTAIN","3.66","debit","Restaurants","CREDIT CARD","",""
"11/18/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","300.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/16/2012","Red Robin","RED ROBIN 416","18.60","debit","Restaurants","CREDIT CARD","",""
"11/16/2012","Smiths Fuel","SMITHS-FUEL # 9136","56.46","debit","Gas & Fuel","CREDIT CARD","",""
"11/16/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","467.90","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/16/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","114.97","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/15/2012","Cafe Zupas","CAFE ZUPAS PROVO","11.83","debit","Restaurants","CREDIT CARD","",""
"11/15/2012","Interest Charge","PURCHASE INTEREST CHARGE","30.32","debit","Finance Charge","CREDIT CARD","",""
"11/14/2012","Cucos","LOS CUCOS MEXICAN CAFE","11.32","debit","Restaurants","CREDIT CARD","",""
"11/14/2012","IHOP","IHOP 1730     00017301","9.04","debit","Restaurants","CREDIT CARD","",""
"11/14/2012","Check 1096","SHARE DRAFT #   1096","45.14","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"11/14/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","304.84","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"11/14/2012","North West Provoshare","88 NORTH 500 WEST      PROVOSHARE DEPOSIT","285.00","credit","Income","SHARE DRAFT NO MIN","",""
"11/13/2012","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","304.84","credit","Credit Card Payment","CREDIT CARD","",""
"11/13/2012","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","12.98","debit","Groceries","SHARE DRAFT NO MIN","",""
"11/13/2012","Hilton","HILTON GARDEN INN BETH","31.80","debit","Restaurants","CREDIT CARD","",""
"11/13/2012","Smith's Food","SMITHS FOOD #4136","27.94","debit","Groceries","CREDIT CARD","",""
"11/12/2012","Panera Bread","PANERA BREAD #3572","8.99","debit","Fast Food","CREDIT CARD","",""
"11/12/2012","Dc Parking Meters","DC PARKING METERS","3.75","debit","Parking","CREDIT CARD","",""
"11/12/2012","Applebees","APPLEBEES 917700200022","11.93","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Cafe Rio Mexican","CAFE RIO MEXICAN GRILL","10.19","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Chipotle","CHIPOTLE 1271","13.44","debit","Fast Food","CREDIT CARD","",""
"11/11/2012","Nabis Lunch Box","NABIS LUNCH BOX","8.24","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Hilton","HILTON GARDEN INN BETH","34.68","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Ruth","RUTH'S BETHESDA","75.00","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Woody Creek Caf","WOODY CREEK CAF& BAK","4.75","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Ua","UA BETHESDA 10","11.50","debit","Restaurants","CREDIT CARD","",""
"11/11/2012","Seattle's Best","SEATTLES BEST COFFEE","3.88","debit","Coffee Shops","CREDIT CARD","",""
"11/09/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","451.46","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/09/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","150.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"11/09/2012","Cinemark","CINEMARK.COM 288","11.75","debit","Movies & DVDs","CREDIT CARD","",""
"11/09/2012","Cinemark","CINEMARK.COM 288","11.75","debit","Movies & DVDs","CREDIT CARD","",""
"11/08/2012","Transfer from SHARE DRAFT NO MIN","Payment - Thank You","150.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/08/2012","Chipotle","CHIPOTLE 1104","7.17","debit","Fast Food","CREDIT CARD","",""
"11/08/2012","Smiths Fuel","SMITHS-FUEL # 9136","56.77","debit","Gas & Fuel","CREDIT CARD","",""
"11/08/2012","Smith's Food","SMITHS FOOD #4136","13.35","debit","Groceries","CREDIT CARD","",""
"11/07/2012","Marketplace Iga","MARKETPLACE CAFE","3.33","debit","Groceries","CREDIT CARD","",""
"11/06/2012","Smith's Food","SMITHS FOOD #4136","16.28","debit","Groceries","CREDIT CARD","",""
"11/06/2012","Check 1095","SHARE DRAFT #   1095","209.59","debit","Charity","SHARE DRAFT NO MIN","",""
"11/05/2012","Cinemark","CINEMARK THEATRES 285","9.00","debit","Movies & DVDs","CREDIT CARD","",""
"11/05/2012","Pretzelmaker","PRETZELMAKER","4.29","debit","Fast Food","CREDIT CARD","",""
"11/05/2012","Md Auto Parts","MD AUTO PARTS AND REPA","285.00","debit","Service & Parts","CREDIT CARD","",""
"11/05/2012","Rubio's","RUBIO'S #0250","3.22","debit","Fast Food","CREDIT CARD","",""
"11/05/2012","Cinemark","CINEMARK THEATRES 285","9.00","debit","Movies & DVDs","CREDIT CARD","",""
"11/04/2012","In-N-Out Burger","IN N OUT BURGER #235","6.68","debit","Fast Food","CREDIT CARD","",""
"11/04/2012","Byu Concessions Q","BYU CONCESSIONS    Q51","4.00","debit","Fast Food","CREDIT CARD","",""
"11/02/2012","Bridge Property Automatic","Bridge Property 4500007Automatic Debit","285.51","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"11/02/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","200.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"11/02/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","218.83","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/02/2012","Suna Solutions Ach","SUNA SOLUTIONS  ACH        PAYROPAYROLL DEDUCTION","251.81","credit","Paycheck","SHARE DRAFT NO MIN","",""
"11/02/2012","Taco Bell","TACO BELL #24777","3.10","debit","Fast Food","CREDIT CARD","",""
"11/01/2012","North West Provoshare","88 NORTH 500 WEST      PROVOSHARE DEPOSIT","61.45","credit","Income","SHARE DRAFT NO MIN","",""
"11/01/2012","Transfer from SHARE DRAFT NO MIN","Payment - Thank You","200.00","credit","Credit Card Payment","CREDIT CARD","",""
"11/01/2012","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"10/29/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"10/29/2012","Cinemark","CINEMARK THEATRES 089","1.25","debit","Movies & DVDs","CREDIT CARD","",""
"10/28/2012","Guru Cafe","GURU'S CAFE","7.54","debit","Restaurants","CREDIT CARD","",""
"10/28/2012","Chili's","CHILI'S GRI90900009092","12.89","debit","Restaurants","CREDIT CARD","",""
"10/26/2012","Joe Veras Mexican","Joe Veras Mexican Restaur","11.58","debit","Restaurants","CREDIT CARD","",""
"10/24/2012","Byu Signature Electronic","BYU SIGNATURE CRD      801-422-6Electronic Transaction","5.00","debit","Books & Supplies","SHARE DRAFT NO MIN","",""
"10/24/2012","Smith's Food","SMITHS FOOD #4136","19.48","debit","Groceries","CREDIT CARD","",""
"10/24/2012","UPS","THE UPS STORE 5266","5.00","debit","Shipping","CREDIT CARD","",""
"10/23/2012","Check 1093","SHARE DRAFT #   1093","35.14","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"10/23/2012","Check 1092","SHARE DRAFT #   1092","35.14","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"10/22/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"10/21/2012","Taco Bell","TACO BELL #25390","4.00","debit","Fast Food","CREDIT CARD","",""
"10/21/2012","Taco Bell","TACO BELL #25390","7.09","debit","Fast Food","CREDIT CARD","",""
"10/21/2012","Wal-Mart","WAL-MART #1768","3.99","debit","Shopping","CREDIT CARD","",""
"10/21/2012","Cascade Collision Repa","CASCADE COLLISION REPA","500.00","debit","Service & Parts","CREDIT CARD","",""
"10/19/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","363.16","credit","Paycheck","SHARE DRAFT NO MIN","",""
"10/19/2012","Terzis Pizzeria","TERZIS PIZZERIA","6.45","debit","Restaurants","CREDIT CARD","",""
"10/18/2012","Jamba Juice","BYU JAMBA JUICE","4.74","debit","Fast Food","CREDIT CARD","",""
"10/18/2012","Spoon It Up","SPOON IT UP FROZEN YOG","4.89","debit","Fast Food","CREDIT CARD","",""
"10/18/2012","Carl's Jr","CARL'S JR #1101363 QPS","5.80","debit","Fast Food","CREDIT CARD","",""
"10/17/2012","Big Als","BIG ALS PROVO","8.49","debit","Restaurants","CREDIT CARD","",""
"10/17/2012","Capsim Management Simu","CAPSIM MANAGEMENT SIMU","68.98","debit","Books & Supplies","CREDIT CARD","",""
"10/15/2012","Interest Charge","PURCHASE INTEREST CHARGE","15.00","debit","Finance Charge","CREDIT CARD","",""
"10/15/2012","Utah Valley Cafeteria","UTAH VALLEY CAFETERIA","3.77","debit","Restaurants","CREDIT CARD","",""
"10/14/2012","Red Robin","RED ROBIN 416","12.76","debit","Restaurants","CREDIT CARD","",""
"10/14/2012","Chevron","CHEVRON 00072819","30.45","debit","Gas & Fuel","CREDIT CARD","",""
"10/14/2012","Carrabba's","CARRABBAS 9501","12.28","debit","Restaurants","CREDIT CARD","",""
"10/14/2012","Reeds Dairy","REEDS DAIRY","2.81","debit","Fast Food","CREDIT CARD","",""
"10/14/2012","Sandpiper Idaho","SANDPIPER OF IDAHO","28.27","debit","Restaurants","CREDIT CARD","",""
"10/14/2012","Maverik Cntry Stre","MAVERIK CNTRY STRE 185","31.00","debit","Gas & Fuel","CREDIT CARD","",""
"10/14/2012","Big Als","BIG ALS PROVO","8.49","debit","Restaurants","CREDIT CARD","",""
"10/12/2012","Terzis Pizzeria","TERZIS PIZZERIA","7.53","debit","Restaurants","CREDIT CARD","",""
"10/10/2012","Joe Veras Mexican","Joe Veras Mexican Restaur","14.84","debit","Restaurants","CREDIT CARD","",""
"10/09/2012","Byu Other Automatic","BYU Other Pmt   9121000251Automatic Debit","15.00","debit","Books & Supplies","SHARE DRAFT NO MIN","",""
"10/09/2012","Bridge Property Automatic","Bridge Property 4291932Automatic Debit","295.30","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"10/09/2012","Transfer to CREDIT CARD","CHASEAutomatic Debit","250.00","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"10/08/2012","Goodwood Barbecue","GOODWOOD BARBECUE CO","12.23","debit","Restaurants","CREDIT CARD","",""
"10/07/2012","In-N-Out Burger","IN N OUT BURGER #235","5.60","debit","Fast Food","CREDIT CARD","",""
"10/05/2012","Maceys","MACEYS PROVO","7.25","debit","Groceries","CREDIT CARD","",""
"10/05/2012","Transfer from SHARE DRAFT NO MIN","Payment - Thank You","250.00","credit","Credit Card Payment","CREDIT CARD","",""
"10/05/2012","Brigham Young Un","BRIGHAM YOUNG UN           DIR DPAYROLL DEDUCTION","351.43","credit","Paycheck","SHARE DRAFT NO MIN","",""
"10/04/2012","Chipotle","CHIPOTLE 1104","7.17","debit","Fast Food","CREDIT CARD","",""
"10/01/2012","Paramount Acceptautomatic","PARAMOUNT ACCEPTAutomatic Debit","10.66","debit","Gym","SHARE DRAFT NO MIN","",""
